AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_NAM_T,PROV_NAM_E,Region,px_type1,px_type2,px_total,area_rai_1,area_rai_2,area_rai_aban,area_rai_tot,pct_aban
01,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,C,0,0,6412,0.0,0.0,0.0,3606.75,0.0
02,ดุสิต,Dusit,10,กรุงเทพมหานคร,Bangkok,C,0,0,13417,0.0,0.0,0.0,7547.06,0.0
03,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,C,319,5337,275431,179.44,3002.06,3181.5,154929.94,2.0535
04,บางรัก,Bang Rak,10,กรุงเทพมหานคร,Bangkok,C,0,0,4800,0.0,0.0,0.0,2700.0,0.0
05,บางเขน,Bang Khen,10,กรุงเทพมหานคร,Bangkok,C,0,235,47754,0.0,132.19,132.19,26861.62,0.4921
06,บางกะปิ,Bang Kapi,10,กรุงเทพมหานคร,Bangkok,C,0,0,32441,0.0,0.0,0.0,18248.06,0.0
07,ปทุมวัน,Pathum Wan,10,กรุงเทพมหานคร,Bangkok,C,0,0,9474,0.0,0.0,0.0,5329.12,0.0
08,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,10,กรุงเทพมหานคร,Bangkok,C,0,0,3034,0.0,0.0,0.0,1706.62,0.0
09,พระโขนง,Phra Khanong,10,กรุงเทพมหานคร,Bangkok,C,0,0,15319,0.0,0.0,0.0,8616.94,0.0
10,มีนบุรี,Min Buri,10,กรุงเทพมหานคร,Bangkok,C,42,502,70661,23.62,282.38,306.0,39746.81,0.7699
11,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,C,144,855,148835,81.0,480.94,561.94,83719.69,0.6712
12,ยานนาวา,Yan Nawa,10,กรุงเทพมหานคร,Bangkok,C,0,0,14449,0.0,0.0,0.0,8127.56,0.0
13,สัมพันธวงศ์,Samphanthawong,10,กรุงเทพมหานคร,Bangkok,C,0,0,1734,0.0,0.0,0.0,975.38,0.0
14,พญาไท,Phaya Thai,10,กรุงเทพมหานคร,Bangkok,C,0,0,10875,0.0,0.0,0.0,6117.19,0.0
15,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,C,0,0,9732,0.0,0.0,0.0,5474.25,0.0
16,บางกอกใหญ่,Bangkok Yai,10,กรุงเทพมหานคร,Bangkok,C,0,0,7410,0.0,0.0,0.0,4168.12,0.0
17,ห้วยขวาง,Huai Khwang,10,กรุงเทพมหานคร,Bangkok,C,0,0,19115,0.0,0.0,0.0,10752.19,0.0
18,คลองสาน,Khlong San,10,กรุงเทพมหานคร,Bangkok,C,0,0,7100,0.0,0.0,0.0,3993.75,0.0
19,ตลิ่งชัน,Taling Chan,10,กรุงเทพมหานคร,Bangkok,C,0,0,41528,0.0,0.0,0.0,23359.5,0.0
20,บางกอกน้อย,Bangkok Noi,10,กรุงเทพมหานคร,Bangkok,C,0,0,14569,0.0,0.0,0.0,8195.06,0.0
21,บางขุนเทียน,Bang Khun Thian,10,กรุงเทพมหานคร,Bangkok,C,0,310,142235,0.0,174.38,174.38,80007.19,0.2179
22,ภาษีเจริญ,Phasi Charoen,10,กรุงเทพมหานคร,Bangkok,C,0,0,22365,0.0,0.0,0.0,12580.31,0.0
23,หนองแขม,Nong Khaem,10,กรุงเทพมหานคร,Bangkok,C,0,0,42451,0.0,0.0,0.0,23878.69,0.0
24,ราษฎร์บูรณะ,Rat Burana,10,กรุงเทพมหานคร,Bangkok,C,0,0,15016,0.0,0.0,0.0,8446.5,0.0
25,บางพลัด,Bang Phlat,10,กรุงเทพมหานคร,Bangkok,C,0,0,13896,0.0,0.0,0.0,7816.5,0.0
26,ดินแดง,Din Daeng,10,กรุงเทพมหานคร,Bangkok,C,0,0,10035,0.0,0.0,0.0,5644.69,0.0
27,บึงกุ่ม,Bueng Kum,10,กรุงเทพมหานคร,Bangkok,C,0,12,27287,0.0,6.75,6.75,15348.94,0.044
28,สาทร,Sathon,10,กรุงเทพมหานคร,Bangkok,C,0,0,8663,0.0,0.0,0.0,4872.94,0.0
29,บางซื่อ,Bang Sue,10,กรุงเทพมหานคร,Bangkok,C,0,0,15369,0.0,0.0,0.0,8645.06,0.0
30,จตุจักร,Chatuchak,10,กรุงเทพมหานคร,Bangkok,C,0,0,37888,0.0,0.0,0.0,21312.0,0.0
31,บางคอแหลม,Bang Kho Laem,10,กรุงเทพมหานคร,Bangkok,C,0,0,10056,0.0,0.0,0.0,5656.5,0.0
32,ประเวศ,Prawet,10,กรุงเทพมหานคร,Bangkok,C,21,128,62633,11.81,72.0,83.81,35231.06,0.2379
33,คลองเตย,Khlong Toei,10,กรุงเทพมหานคร,Bangkok,C,0,0,16232,0.0,0.0,0.0,9130.5,0.0
34,สวนหลวง,Suan Luang,10,กรุงเทพมหานคร,Bangkok,C,0,0,28564,0.0,0.0,0.0,16067.25,0.0
35,จอมทอง,Chom Thong,10,กรุงเทพมหานคร,Bangkok,C,0,0,27646,0.0,0.0,0.0,15550.88,0.0
36,ดอนเมือง,Don Mueang,10,กรุงเทพมหานคร,Bangkok,C,48,981,42984,27.0,551.81,578.81,24178.5,2.3939
37,ราชเทวี,Ratchathewi,10,กรุงเทพมหานคร,Bangkok,C,0,0,8559,0.0,0.0,0.0,4814.44,0.0
38,ลาดพร้าว,Lat Phrao,10,กรุงเทพมหานคร,Bangkok,C,66,245,24929,37.12,137.81,174.94,14022.56,1.2475
39,วัฒนา,Watthana,10,กรุงเทพมหานคร,Bangkok,C,0,0,15170,0.0,0.0,0.0,8533.12,0.0
40,บางแค,Bang Khae,10,กรุงเทพมหานคร,Bangkok,C,0,38,55736,0.0,21.38,21.38,31351.5,0.0682
41,หลักสี่,Lak Si,10,กรุงเทพมหานคร,Bangkok,C,0,0,26531,0.0,0.0,0.0,14923.69,0.0
42,สายไหม,Sai Mai,10,กรุงเทพมหานคร,Bangkok,C,65,55,50745,36.56,30.94,67.5,28544.06,0.2365
43,คันนายาว,Khan Na Yao,10,กรุงเทพมหานคร,Bangkok,C,0,37,30140,0.0,20.81,20.81,16953.75,0.1228
44,สะพานสูง,Saphan Sung,10,กรุงเทพมหานคร,Bangkok,C,0,0,32540,0.0,0.0,0.0,18303.75,0.0
45,วังทองหลาง,Wang Thonglang,10,กรุงเทพมหานคร,Bangkok,C,0,0,20144,0.0,0.0,0.0,11331.0,0.0
46,คลองสามวา,Khlong Sam Wa,10,กรุงเทพมหานคร,Bangkok,C,81,614,133182,45.56,345.38,390.94,74914.88,0.5218
47,บางนา,Bang Na,10,กรุงเทพมหานคร,Bangkok,C,0,0,22189,0.0,0.0,0.0,12481.31,0.0
48,ทวีวัฒนา,Thawi Watthana,10,กรุงเทพมหานคร,Bangkok,C,0,71,58332,0.0,39.94,39.94,32811.75,0.1217
49,ทุ่งครุ,Thung Khru,10,กรุงเทพมหานคร,Bangkok,C,23,74,37578,12.94,41.62,54.56,21137.62,0.2581
50,บางบอน,Bang Bon,10,กรุงเทพมหานคร,Bangkok,C,0,0,39607,0.0,0.0,0.0,22278.94,0.0
01,เมืองสมุทรปราการ,Mueang Samut prakarn,11,สมุทรปราการ,Samut Prakarn,C,314,774,180854,176.62,435.38,612.0,101730.38,0.6016
02,บางบ่อ,Bang Bo,11,สมุทรปราการ,Samut Prakarn,C,522,3027,263651,293.62,1702.69,1996.31,148303.69,1.3461
03,บางพลี,Bang Phi,11,สมุทรปราการ,Samut Prakarn,C,2255,3638,272906,1268.44,2046.38,3314.81,153509.62,2.1594
04,พระประแดง,Phra Pradaeng,11,สมุทรปราการ,Samut Prakarn,C,0,121,68645,0.0,68.06,68.06,38612.81,0.1763
05,พระสมุทรเจดีย์,Phra Samut Chedi,11,สมุทรปราการ,Samut Prakarn,C,0,37,181182,0.0,20.81,20.81,101914.88,0.0204
06,บางเสาธง,Bang Sao Thong,11,สมุทรปราการ,Samut Prakarn,C,210,2144,133906,118.12,1206.0,1324.12,75322.12,1.7579
01,เมืองนนทบุรี,Mueang Nontaburi,12,นนทบุรี,Nonthaburi,C,0,0,86020,0.0,0.0,0.0,48386.25,0.0
02,บางกรวย,Bang Krui,12,นนทบุรี,Nonthaburi,C,23,0,63563,12.94,0.0,12.94,35754.19,0.0362
03,บางใหญ่,Bang Yai,12,นนทบุรี,Nonthaburi,C,44,75,109618,24.75,42.19,66.94,61660.12,0.1086
04,บางบัวทอง,Bang Bua Thong,12,นนทบุรี,Nonthaburi,C,127,113,137336,71.44,63.56,135.0,77251.5,0.1748
05,ไทรน้อย,Sai Noi,12,นนทบุรี,Nonthaburi,C,94,324,233923,52.88,182.25,235.12,131581.69,0.1787
06,ปากเกร็ด,Pak Kret,12,นนทบุรี,Nonthaburi,C,105,52,111091,59.06,29.25,88.31,62488.69,0.1413
01,เมืองปทุมธานี,Mueang Pathum Thani,13,ปทุมธานี,Pathum Thani,C,70,577,167467,39.38,324.56,363.94,94200.19,0.3863
02,คลองหลวง,khlong Luang,13,ปทุมธานี,Pathum Thani,C,390,3481,352544,219.38,1958.06,2177.44,198306.0,1.098
03,ธัญบุรี,Thanyaburi,13,ปทุมธานี,Pathum Thani,C,176,1907,130224,99.0,1072.69,1171.69,73251.0,1.5996
04,หนองเสือ,Nong Sua,13,ปทุมธานี,Pathum Thani,C,370,9005,394643,208.12,5065.31,5273.44,221986.69,2.3756
05,ลาดหลุมแก้ว,Lat Lum Kaew,13,ปทุมธานี,Pathum Thani,C,196,464,225117,110.25,261.0,371.25,126628.31,0.2932
06,ลำลูกกา,Lum Lukka,13,ปทุมธานี,Pathum Thani,C,213,2133,349557,119.81,1199.81,1319.62,196625.81,0.6711
07,สามโคก,Sam Khok,13,ปทุมธานี,Pathum Thani,C,170,645,139840,95.62,362.81,458.44,78660.0,0.5828
01,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,2297,885,137365,1292.06,497.81,1789.88,77267.81,2.3165
02,ท่าเรือ,Tharua,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,59,205,128376,33.19,115.31,148.5,72211.5,0.2056
03,นครหลวง,Nakhon Luang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,3002,1646,160903,1688.62,925.88,2614.5,90507.94,2.8887
04,บางไทร,Bang Chai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,489,1570,289495,275.06,883.12,1158.19,162840.94,0.7112
05,บางบาล,Bang Ban,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,1420,876,159006,798.75,492.75,1291.5,89440.88,1.444
06,บางปะอิน,Bang Pa-in,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,4503,4701,274476,2532.94,2644.31,5177.25,154392.75,3.3533
07,บางปะหัน,Bang Pahan,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,5957,1545,152411,3350.81,869.06,4219.88,85731.19,4.9222
08,ผักไห่,Phak Hai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,662,627,202818,372.38,352.69,725.06,114085.12,0.6355
09,ภาชี,Phachi,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,675,1317,139283,379.69,740.81,1120.5,78346.69,1.4302
10,ลาดบัวหลวง,Lat Bua Luang,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,32,287,227759,18.0,161.44,179.44,128114.44,0.1401
11,วังน้อย,Wang Noi,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,2183,7661,270719,1227.94,4309.31,5537.25,152279.44,3.6362
12,เสนา,Sena,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,221,155,249942,124.31,87.19,211.5,140592.38,0.1504
13,บางซ้าย,Bang Sai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,224,2798,191648,126.0,1573.88,1699.88,107802.0,1.5768
14,อุทัย,Uthai,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,2655,1468,198752,1493.44,825.75,2319.19,111798.0,2.0744
15,มหาราช,Maharat,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,1250,823,126979,703.12,462.94,1166.06,71425.69,1.6326
16,บ้านแพรก,Ban Phreak,14,พระนครศรีอยุธยา,Phra Nakhon Si Ayudhya,C,258,39,51822,145.12,21.94,167.06,29149.88,0.5731
01,เมืองอ่างทอง,Mueang Ang Thong,15,อ่างทอง,Ang Thong,C,2392,1188,131452,1345.5,668.25,2013.75,73941.75,2.7234
02,ไชโย,Chai Yo,15,อ่างทอง,Ang Thong,C,362,225,84543,203.62,126.56,330.19,47555.44,0.6943
03,ป่าโมก,Pa Mok,15,อ่างทอง,Ang Thong,C,2388,1680,93304,1343.25,945.0,2288.25,52483.5,4.3599
04,โพธิ์ทอง,Pho Thong,15,อ่างทอง,Ang Thong,C,269,133,235042,151.31,74.81,226.12,132211.12,0.171
05,แสวงหา,Saweangha,15,อ่างทอง,Ang Thong,C,207,105,183693,116.44,59.06,175.5,103327.31,0.1698
06,วิเศษชัยชาญ,Wiset Chai Chan,15,อ่างทอง,Ang Thong,C,124,416,276073,69.75,234.0,303.75,155291.06,0.1956
07,สามโก้,Samko,15,อ่างทอง,Ang Thong,C,16,0,103427,9.0,0.0,9.0,58177.69,0.0155
01,เมืองลพบุรี,Mueang Lopburi,16,ลพบุรี,Lopburi,C,2402,3697,880315,1351.12,2079.56,3430.69,495177.19,0.6928
02,พัฒนานิคม,Phatthana Nikom,16,ลพบุรี,Lopburi,C,615,1896,1001452,345.94,1066.5,1412.44,563316.75,0.2507
03,โคกสำโรง,Kok Sumrong,16,ลพบุรี,Lopburi,C,168,1072,818885,94.5,603.0,697.5,460622.81,0.1514
04,ชัยบาดาล,Chai Badan,16,ลพบุรี,Lopburi,C,2580,989,1318247,1451.25,556.31,2007.56,741513.94,0.2707
05,ท่าวุ้ง,Tha Wung,16,ลพบุรี,Lopburi,C,311,169,293979,174.94,95.06,270.0,165363.19,0.1633
06,บ้านหมี่,Ban Mi,16,ลพบุรี,Lopburi,C,178,224,632148,100.12,126.0,226.12,355583.25,0.0636
07,ท่าหลวง,Tha Luang,16,ลพบุรี,Lopburi,C,195,214,463993,109.69,120.38,230.06,260996.06,0.0881
08,สระโบสถ์,Sa Bot,16,ลพบุรี,Lopburi,C,54,119,375556,30.38,66.94,97.31,211250.25,0.0461
09,โคกเจริญ,Kok Charoen,16,ลพบุรี,Lopburi,C,968,231,611595,544.5,129.94,674.44,344022.19,0.196
10,ลำสนธิ,lam Son Thi,16,ลพบุรี,Lopburi,C,721,848,622671,405.56,477.0,882.56,350252.44,0.252
11,หนองม่วง,Nong Muang,16,ลพบุรี,Lopburi,C,665,110,529950,374.06,61.88,435.94,298096.88,0.1462
01,เมืองสิงห์บุรี,Mueang Singburi,17,สิงห์บุรี,Singburi,C,191,134,149462,107.44,75.38,182.81,84072.38,0.2174
02,บางระจัน,bang Rachan,17,สิงห์บุรี,Singburi,C,9,11,218894,5.06,6.19,11.25,123127.88,0.0091
03,ค่ายบางระจัน,Khai Bang Rachan,17,สิงห์บุรี,Singburi,C,0,17,127246,0.0,9.56,9.56,71575.88,0.0134
04,พรหมบุรี,Phromburi,17,สิงห์บุรี,Singburi,C,216,168,97953,121.5,94.5,216.0,55098.56,0.392
05,ท่าช้าง,Tha Chang,17,สิงห์บุรี,Singburi,C,0,19,49082,0.0,10.69,10.69,27608.62,0.0387
06,อินทร์บุรี,Inburi,17,สิงห์บุรี,Singburi,C,119,189,310919,66.94,106.31,173.25,174891.94,0.0991
01,เมืองชัยนาท,Mueang Chainat,18,ชัยนาท,Chainat,C,365,455,328866,205.31,255.94,461.25,184987.12,0.2493
02,มโนรมย์,Manorom,18,ชัยนาท,Chainat,C,135,577,297923,75.94,324.56,400.5,167581.69,0.239
03,วัดสิงห์,Watsing,18,ชัยนาท,Chainat,C,301,715,324064,169.31,402.19,571.5,182286.0,0.3135
04,สรรพยา,Sanphaya,18,ชัยนาท,Chainat,C,20,132,258755,11.25,74.25,85.5,145549.69,0.0587
05,สรรคบุรี,Sankhaburi,18,ชัยนาท,Chainat,C,0,31,398645,0.0,17.44,17.44,224237.81,0.0078
06,หันคา,Hanka,18,ชัยนาท,Chainat,C,448,600,635394,252.0,337.5,589.5,357409.12,0.1649
07,หนองมะโมง,Nong Ma Mong,18,ชัยนาท,Chainat,C,201,1224,356254,113.06,688.5,801.56,200392.88,0.4
08,เนินขาม,Noen Kham,18,ชัยนาท,Chainat,C,318,261,319795,178.88,146.81,325.69,179884.69,0.1811
01,เมืองสระบุรี,Mueang Saraburi,19,สระบุรี,Saraburi,C,565,1620,210277,317.81,911.25,1229.06,118280.81,1.0391
02,แก่งคอย,Kengkoi,19,สระบุรี,Saraburi,C,1848,4595,892758,1039.5,2584.69,3624.19,502176.38,0.7217
03,หนองแค,NongKhae,19,สระบุรี,Saraburi,C,1098,3235,358159,617.62,1819.69,2437.31,201464.44,1.2098
04,วิหารแดง,Wihan Daeng,19,สระบุรี,Saraburi,C,490,6268,214332,275.62,3525.75,3801.38,120561.75,3.1531
05,หนองแซง,Nong Saeng,19,สระบุรี,Saraburi,C,86,55,100125,48.38,30.94,79.31,56320.31,0.1408
06,บ้านหมอ,Ban Mor,19,สระบุรี,Saraburi,C,381,785,181432,214.31,441.56,655.88,102055.5,0.6427
07,ดอนพุด,Donput,19,สระบุรี,Saraburi,C,263,172,66872,147.94,96.75,244.69,37615.5,0.6505
08,หนองโดน,Nong Done,19,สระบุรี,Saraburi,C,195,1059,113894,109.69,595.69,705.38,64065.38,1.101
09,พระพุทธบาท,Phraputthabath,19,สระบุรี,Saraburi,C,668,1412,301306,375.75,794.25,1170.0,169484.62,0.6903
10,เสาไห้,Sao Hai,19,สระบุรี,Saraburi,C,316,244,138489,177.75,137.25,315.0,77900.06,0.4044
11,มวกเหล็ก,Muak Lek,19,สระบุรี,Saraburi,C,1200,3379,963830,675.0,1900.69,2575.69,542154.38,0.4751
12,วังม่วง,Wang Muang,19,สระบุรี,Saraburi,C,181,218,321558,101.81,122.62,224.44,180876.38,0.1241
13,เฉลิมพระเกียรติ,Chaloem Phra kiat,19,สระบุรี,Saraburi,C,139,142,203766,78.19,79.88,158.06,114618.38,0.1379
01,เมืองชลบุรี,Mueang Chonburi,20,ชลบุรี,Chonburi,E,27,200,297488,15.19,112.5,127.69,167337.0,0.0763
02,บ้านบึง,Ban Bung,20,ชลบุรี,Chonburi,E,1140,2280,683618,641.25,1282.5,1923.75,384535.12,0.5003
03,หนองใหญ่,Nong Yai,20,ชลบุรี,Chonburi,E,607,235,525757,341.44,132.19,473.62,295738.31,0.1602
04,บางละมุง,Bang La Mung,20,ชลบุรี,Chonburi,E,140,390,617319,78.75,219.38,298.12,347241.94,0.0859
05,พานทอง,Phan Thong,20,ชลบุรี,Chonburi,E,90,1225,192477,50.62,689.06,739.69,108268.31,0.6832
06,พนัสนิคม,Panusnikom,20,ชลบุรี,Chonburi,E,633,920,554298,356.06,517.5,873.56,311792.62,0.2802
07,ศรีราชา,Siracha,20,ชลบุรี,Chonburi,E,608,647,693108,342.0,363.94,705.94,389873.25,0.1811
08,เกาะสีชัง,Ko Sichang,20,ชลบุรี,Chonburi,E,21,0,7771,11.81,0.0,11.81,4371.19,0.2702
09,สัตหีบ,Sattahip,20,ชลบุรี,Chonburi,E,67,127,333116,37.69,71.44,109.12,187377.75,0.0582
10,บ่อทอง,Borthong,20,ชลบุรี,Chonburi,E,1400,1069,958807,787.5,601.31,1388.81,539328.94,0.2575
11,เกาะจันทร์,Ko Jan,20,ชลบุรี,Chonburi,E,1481,1530,311143,833.06,860.62,1693.69,175017.94,0.9677
01,เมืองระยอง,Mueang Rayong,21,ระยอง,Rayong,E,79,289,780684,44.44,162.56,207.0,439134.75,0.0471
02,บ้านฉาง,BanChang,21,ระยอง,Rayong,E,55,738,188233,30.94,415.12,446.06,105881.06,0.4213
03,แกลง,Klang,21,ระยอง,Rayong,E,87,841,841944,48.94,473.06,522.0,473593.5,0.1102
04,วังจันทร์,Wangjun,21,ระยอง,Rayong,E,332,109,430518,186.75,61.31,248.06,242166.38,0.1024
05,บ้านค่าย,Bankhai,21,ระยอง,Rayong,E,182,256,546946,102.38,144.0,246.38,307657.12,0.0801
06,ปลวกแดง,Pluagdeang,21,ระยอง,Rayong,E,868,827,636192,488.25,465.19,953.44,357858.0,0.2664
07,เขาชะเมา,Khao Chamao,21,ระยอง,Rayong,E,177,105,549870,99.56,59.06,158.62,309301.88,0.0513
08,นิคมพัฒนา,Nikom Pattana,21,ระยอง,Rayong,E,0,51,274151,0.0,28.69,28.69,154209.94,0.0186
01,เมืองจันทบุรี,Mueang Chanthaburi,22,จันทบุรี,Chanthaburi,E,93,515,325193,52.31,289.69,342.0,182921.06,0.187
02,ขลุง,Khlung,22,จันทบุรี,Chanthaburi,E,22,1793,903119,12.38,1008.56,1020.94,508004.44,0.201
03,ท่าใหม่,Thamai,22,จันทบุรี,Chanthaburi,E,54,838,720221,30.38,471.38,501.75,405124.31,0.1239
04,โป่งน้ำร้อน,Pong Nam Ron,22,จันทบุรี,Chanthaburi,E,3523,1156,1167789,1981.69,650.25,2631.94,656881.31,0.4007
05,มะขาม,Makham,22,จันทบุรี,Chanthaburi,E,146,1256,511504,82.12,706.5,788.62,287721.0,0.2741
06,แหลมสิงห์,Laem Sing,22,จันทบุรี,Chanthaburi,E,153,1165,198410,86.06,655.31,741.38,111605.62,0.6643
07,สอยดาว,Soi Dao,22,จันทบุรี,Chanthaburi,E,5199,426,922862,2924.44,239.62,3164.06,519109.88,0.6095
08,แก่งหางแมว,Kaeng Hang Maeo,22,จันทบุรี,Chanthaburi,E,919,1001,1398365,516.94,563.06,1080.0,786580.31,0.1373
09,นายายอาม,Na Yaiarm,22,จันทบุรี,Chanthaburi,E,65,401,330282,36.56,225.56,262.12,185783.62,0.1411
10,เขาคิชฌกูฏ,Khao Khitchakut,22,จันทบุรี,Chanthaburi,E,1142,380,897978,642.38,213.75,856.12,505112.62,0.1695
01,เมืองตราด,Mueang Trat,23,ตราด,Trat,E,410,4748,1086219,230.62,2670.75,2901.38,610998.19,0.4749
02,คลองใหญ่,Khlong Yai,23,ตราด,Trat,E,0,0,85400,0.0,0.0,0.0,48037.5,0.0
03,เขาสมิง,Khoa Saming,23,ตราด,Trat,E,113,746,746571,63.56,419.62,483.19,419946.19,0.1151
04,บ่อไร่,Bo Rai,23,ตราด,Trat,E,36,355,778178,20.25,199.69,219.94,437725.12,0.0502
05,แหลมงอบ,Laem Ngop,23,ตราด,Trat,E,9,162,192028,5.06,91.12,96.19,108015.75,0.089
06,เกาะกูด,Ko Kut,23,ตราด,Trat,E,0,78,152186,0.0,43.88,43.88,85604.62,0.0513
07,เกาะช้าง,Ko Chang,23,ตราด,Trat,E,0,0,252436,0.0,0.0,0.0,141995.25,0.0
01,เมืองฉะเชิงเทรา,Mueang Chachoengsao,24,ฉะเชิงเทรา,Chachoengsao,E,221,407,444787,124.31,228.94,353.25,250192.69,0.1412
02,บางคล้า,Bang Khla,24,ฉะเชิงเทรา,Chachoengsao,E,121,806,273419,68.06,453.38,521.44,153798.19,0.339
03,บางน้ำเปรี้ยว,Bang Nam Pieo,24,ฉะเชิงเทรา,Chachoengsao,E,69,86,573849,38.81,48.38,87.19,322790.06,0.027
04,บางปะกง,Bang Pakong,24,ฉะเชิงเทรา,Chachoengsao,E,56,1225,301239,31.5,689.06,720.56,169446.94,0.4252
05,บ้านโพธิ์,Ban Phoe,24,ฉะเชิงเทรา,Chachoengsao,E,57,806,245114,32.06,453.38,485.44,137876.62,0.3521
06,พนมสารคาม,Phanom Sarakham,24,ฉะเชิงเทรา,Chachoengsao,E,366,1559,590165,205.88,876.94,1082.81,331967.81,0.3262
07,ราชสาส์น,Ratchasan,24,ฉะเชิงเทรา,Chachoengsao,E,61,234,168034,34.31,131.62,165.94,94519.12,0.1756
08,สนามชัยเขต,Sanam Chaikhet,24,ฉะเชิงเทรา,Chachoengsao,E,836,724,1229660,470.25,407.25,877.5,691683.75,0.1269
09,แปลงยาว,Plaeng Yao,24,ฉะเชิงเทรา,Chachoengsao,E,281,807,379009,158.06,453.94,612.0,213192.56,0.2871
10,ท่าตะเกียบ,Tha Takiap,24,ฉะเชิงเทรา,Chachoengsao,E,659,1056,1636413,370.69,594.0,964.69,920482.31,0.1048
11,คลองเขื่อน,Khong Khuain,24,ฉะเชิงเทรา,Chachoengsao,E,88,143,124640,49.5,80.44,129.94,70110.0,0.1853
01,เมืองปราจีนบุรี,Mueang Prachinburi,25,ปราจีนบุรี,Prachinburi,E,532,3379,548555,299.25,1900.69,2199.94,308562.19,0.713
02,กบินทร์บุรี,Kabinburi,25,ปราจีนบุรี,Prachinburi,E,2757,5890,1619707,1550.81,3313.12,4863.94,911085.19,0.5339
03,นาดี,Nadi,25,ปราจีนบุรี,Prachinburi,E,617,4887,1391438,347.06,2748.94,3096.0,782683.88,0.3956
06,บ้านสร้าง,Ban Sang,25,ปราจีนบุรี,Prachinburi,E,250,370,437943,140.62,208.12,348.75,246342.94,0.1416
07,ประจันตคาม,Prachantakham,25,ปราจีนบุรี,Prachinburi,E,647,4341,1095337,363.94,2441.81,2805.75,616127.06,0.4554
08,ศรีมหาโพธิ,Srimahapho,25,ปราจีนบุรี,Prachinburi,E,1007,3004,556235,566.44,1689.75,2256.19,312882.19,0.7211
09,ศรีมโหสถ,Sri Mahosoit,25,ปราจีนบุรี,Prachinburi,E,107,854,158280,60.19,480.38,540.56,89032.5,0.6072
01,เมืองนครนายก,Mueang Nakhon Nayok,26,นครนายก,Nakhon Nayok,C,3912,6038,944906,2200.5,3396.38,5596.88,531509.62,1.053
02,ปากพลี,Pakphli,26,นครนายก,Nakhon Nayok,C,1003,2415,510436,564.19,1358.44,1922.62,287120.25,0.6696
03,บ้านนา,Banna,26,นครนายก,Nakhon Nayok,C,2498,10826,420495,1405.12,6089.62,7494.75,236528.44,3.1686
04,องครักษ์,Ongkhalak,26,นครนายก,Nakhon Nayok,C,4640,25654,604054,2610.0,14430.38,17040.38,339780.38,5.0151
01,เมืองสระแก้ว,Mueang Srakaeo,27,สระแก้ว,Srakaeo,E,828,1600,1607716,465.75,900.0,1365.75,904340.25,0.151
02,คลองหาด,Khlong Hat,27,สระแก้ว,Srakaeo,E,532,375,559702,299.25,210.94,510.19,314832.38,0.1621
03,ตาพระยา,Taphaya,27,สระแก้ว,Srakaeo,E,177,425,1117449,99.56,239.06,338.62,628565.06,0.0539
04,วังน้ำเย็น,Wang Nam Yen,27,สระแก้ว,Srakaeo,E,1123,1195,498153,631.69,672.19,1303.88,280211.06,0.4653
05,วัฒนานคร,Wattana Nakhon,27,สระแก้ว,Srakaeo,E,893,2306,1741352,502.31,1297.12,1799.44,979510.5,0.1837
06,อรัญประเทศ,Aranyaprathet,27,สระแก้ว,Srakaeo,E,249,689,845354,140.06,387.56,527.62,475511.62,0.111
07,เขาฉกรรจ์,Khao Chakan,27,สระแก้ว,Srakaeo,E,258,639,534753,145.12,359.44,504.56,300798.56,0.1677
08,โคกสูง,Khoksung,27,สระแก้ว,Srakaeo,E,60,99,393546,33.75,55.69,89.44,221369.62,0.0404
09,วังสมบูรณ์,Wang Sombun,27,สระแก้ว,Srakaeo,E,1319,648,577341,741.94,364.5,1106.44,324754.31,0.3407
01,เมืองนครราชสีมา,Mueang Nakhon Ratchasima,30,นครราชสีมา,Nakhon Ratchasima,NE,191,758,1764856,107.44,426.38,533.81,992731.5,0.0538
