AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_NAM_T,PROV_NAM_E,Region,px_type1,px_type2,px_total,area_rai_1,area_rai_2,area_rai_aban,area_rai_tot,pct_aban
15,เวียงสระ,Wiang Sra,84,สุราษฎร์ธานี,Surat Thani,S,11,0,438238,6.19,0.0,6.19,246508.88,0.0025
16,พระแสง,Pha Saeng,84,สุราษฎร์ธานี,Surat Thani,S,0,0,806882,0.0,0.0,0.0,453871.12,0.0
17,พุนพิน,Phun Phin,84,สุราษฎร์ธานี,Surat Thani,S,40,10,1085056,22.5,5.62,28.12,610344.0,0.0046
18,ชัยบุรี,Chai Buri,84,สุราษฎร์ธานี,Surat Thani,S,0,0,529808,0.0,0.0,0.0,298017.0,0.0
19,วิภาวดี,Wiphawadi,84,สุราษฎร์ธานี,Surat Thani,S,0,0,565562,0.0,0.0,0.0,318128.62,0.0
01,เมืองระนอง,Mueang Ranong,85,ระนอง,Ranong,S,0,135,853647,0.0,75.94,75.94,480176.44,0.0158
02,ละอุ่น,La Un,85,ระนอง,Ranong,S,0,0,632860,0.0,0.0,0.0,355983.75,0.0
03,กะเปอร์,Kapoe,85,ระนอง,Ranong,S,0,0,591941,0.0,0.0,0.0,332966.81,0.0
04,กระบุรี,Kra Buri,85,ระนอง,Ranong,S,0,32,1093427,0.0,18.0,18.0,615052.69,0.0029
05,สุขสำราญ,Suk Samran,85,ระนอง,Ranong,S,0,61,519368,0.0,34.31,34.31,292144.5,0.0117
01,เมืองชุมพร,Mueang Chumphon,86,ชุมพร,Chumphon,S,31,10,911629,17.44,5.62,23.06,512791.31,0.0045
02,ท่าแซะ,Tha Sae,86,ชุมพร,Chumphon,S,0,0,1688456,0.0,0.0,0.0,949756.5,0.0
03,ปะทิว,Pathiu,86,ชุมพร,Chumphon,S,0,86,872588,0.0,48.38,48.38,490830.75,0.0099
04,หลังสวน,Lang Suan,86,ชุมพร,Chumphon,S,0,0,670496,0.0,0.0,0.0,377154.0,0.0
05,ละแม,Lamae,86,ชุมพร,Chumphon,S,0,0,420695,0.0,0.0,0.0,236640.94,0.0
06,พะโต๊ะ,Phato,86,ชุมพร,Chumphon,S,0,0,999538,0.0,0.0,0.0,562240.12,0.0
07,สวี,Sawi,86,ชุมพร,Chumphon,S,0,0,957216,0.0,0.0,0.0,538434.0,0.0
08,ทุ่งตะโก,Thung Tako,86,ชุมพร,Chumphon,S,0,0,331439,0.0,0.0,0.0,186434.44,0.0
01,เมืองสงขลา,Mueang Songkhla,90,สงขลา,Songkhla,S,57,13,232140,32.06,7.31,39.38,130578.75,0.0302
02,สทิงพระ,Sathing Phra,90,สงขลา,Songkhla,S,0,0,226034,0.0,0.0,0.0,127144.12,0.0
03,จะนะ,Chana,90,สงขลา,Songkhla,S,167,194,712620,93.94,109.12,203.06,400848.75,0.0507
04,นาทวี,Na Thawi,90,สงขลา,Songkhla,S,0,0,879580,0.0,0.0,0.0,494763.75,0.0
05,เทพา,Thepha,90,สงขลา,Songkhla,S,22,58,749112,12.38,32.62,45.0,421375.5,0.0107
06,สะบ้าย้อย,Sabayoi,90,สงขลา,Songkhla,S,0,0,1067875,0.0,0.0,0.0,600679.69,0.0
07,ระโนด,Ranot,90,สงขลา,Songkhla,S,77,46,500981,43.31,25.88,69.19,281801.81,0.0246
08,กระแสสินธุ์,Krasaesin,90,สงขลา,Songkhla,S,22,0,349862,12.38,0.0,12.38,196797.38,0.0063
09,รัตภูมิ,Rattaphum,90,สงขลา,Songkhla,S,0,0,751853,0.0,0.0,0.0,422917.31,0.0
10,สะเดา,Sadao,90,สงขลา,Songkhla,S,0,37,1169069,0.0,20.81,20.81,657601.31,0.0032
11,หาดใหญ่,Hat Yai,90,สงขลา,Songkhla,S,18,0,898200,10.12,0.0,10.12,505237.5,0.002
12,นาหม่อม,Na Mom,90,สงขลา,Songkhla,S,0,0,161005,0.0,0.0,0.0,90565.31,0.0
13,ควนเนียง,Khuan Niang,90,สงขลา,Songkhla,S,0,0,281398,0.0,0.0,0.0,158286.38,0.0
14,บางกล่ำ,Bang Klam,90,สงขลา,Songkhla,S,13,0,164941,7.31,0.0,7.31,92779.31,0.0079
15,สิงหนคร,Singha Nakhon,90,สงขลา,Songkhla,S,12,0,274817,6.75,0.0,6.75,154584.56,0.0044
16,คลองหอยโข่ง,Khlong Hoi Khog,90,สงขลา,Songkhla,S,0,0,343250,0.0,0.0,0.0,193078.12,0.0
01,เมืองสตูล,Mueang Satun,91,สตูล,Satun,S,496,377,1107803,279.0,212.06,491.06,623139.19,0.0788
02,ควนโดน,Khuandon,91,สตูล,Satun,S,10,0,250444,5.62,0.0,5.62,140874.75,0.004
03,ควนกาหลง,Khuan Kalong,91,สตูล,Satun,S,0,0,602070,0.0,0.0,0.0,338664.38,0.0
04,ท่าแพ,Tha Phae,91,สตูล,Satun,S,77,0,254901,43.31,0.0,43.31,143381.81,0.0302
05,ละงู,Langu,91,สตูล,Satun,S,274,277,449866,154.12,155.81,309.94,253049.62,0.1225
06,ทุ่งหว้า,Thung Wa,91,สตูล,Satun,S,0,16,522759,0.0,9.0,9.0,294051.94,0.0031
07,มะนัง,Manang,91,สตูล,Satun,S,0,0,238697,0.0,0.0,0.0,134267.06,0.0
01,เมืองตรัง,Mueang Trang,92,ตรัง,Trang,S,247,833,499830,138.94,468.56,607.5,281154.38,0.2161
02,กันตัง,Kantang,92,ตรัง,Trang,S,0,42,739686,0.0,23.62,23.62,416073.38,0.0057
03,ย่านตาขาว,Yan Takhao,92,ตรัง,Trang,S,12,46,503291,6.75,25.88,32.62,283101.19,0.0115
04,ปะเหลียน,Pa Lian,92,ตรัง,Trang,S,0,70,938628,0.0,39.38,39.38,527978.25,0.0075
05,สิเกา,Si Kao,92,ตรัง,Trang,S,0,0,525957,0.0,0.0,0.0,295850.81,0.0
06,ห้วยยอด,Huai Yot,92,ตรัง,Trang,S,0,0,875458,0.0,0.0,0.0,492445.12,0.0
07,วังวิเศษ,Wang Wiset,92,ตรัง,Trang,S,0,0,569430,0.0,0.0,0.0,320304.38,0.0
08,นาโยง,Nayong,92,ตรัง,Trang,S,128,33,279540,72.0,18.56,90.56,157241.25,0.0576
09,รัษฎา,Ratta,92,ตรัง,Trang,S,9,10,247083,5.06,5.62,10.69,138984.19,0.0077
10,หาดสำราญ,Hat Samran,92,ตรัง,Trang,S,0,0,192548,0.0,0.0,0.0,108308.25,0.0
01,เมืองพัทลุง,Mueang Phatthalung,93,พัทลุง,Phatthalung,S,821,188,549414,461.81,105.75,567.56,309045.38,0.1837
02,กงหรา,Kong Ra,93,พัทลุง,Phatthalung,S,182,0,340486,102.38,0.0,102.38,191523.38,0.0535
03,เขาชัยสน,Khao Chai Son,93,พัทลุง,Phatthalung,S,292,0,381038,164.25,0.0,164.25,214333.88,0.0766
04,ตะโหมด,Ta Mot,93,พัทลุง,Phatthalung,S,0,0,319224,0.0,0.0,0.0,179563.5,0.0
05,ควนขนุน,Khuan Khanun,93,พัทลุง,Phatthalung,S,2855,3419,612999,1605.94,1923.19,3529.12,344811.94,1.0235
06,ปากพะยูน,Pak Phayun,93,พัทลุง,Phatthalung,S,0,0,546861,0.0,0.0,0.0,307609.31,0.0
07,ศรีบรรพต,Si Ban Phot,93,พัทลุง,Phatthalung,S,0,0,273094,0.0,0.0,0.0,153615.38,0.0
08,ป่าบอน,Pa Bon,93,พัทลุง,Phatthalung,S,0,0,552201,0.0,0.0,0.0,310613.06,0.0
09,บางแก้ว,Bang Kaeo,93,พัทลุง,Phatthalung,S,16,0,176182,9.0,0.0,9.0,99102.38,0.0091
10,ป่าพะยอม,Pa Phayom,93,พัทลุง,Phatthalung,S,0,9,343073,0.0,5.06,5.06,192978.56,0.0026
11,ศรีนครินทร์,Si Nakharin,93,พัทลุง,Phatthalung,S,0,0,286524,0.0,0.0,0.0,161169.75,0.0
01,เมืองปัตตานี,Mueang Pattani,94,ปัตตานี,Pattani,S,103,45,107128,57.94,25.31,83.25,60259.5,0.1382
02,โคกโพธิ์,Khok Pho,94,ปัตตานี,Pattani,S,0,12,341824,0.0,6.75,6.75,192276.0,0.0035
03,หนองจิก,Nong Chik,94,ปัตตานี,Pattani,S,221,42,269223,124.31,23.62,147.94,151437.94,0.0977
04,ปะนาเระ,Panare,94,ปัตตานี,Pattani,S,166,500,163071,93.38,281.25,374.62,91727.44,0.4084
05,มายอ,Mayo,94,ปัตตานี,Pattani,S,549,4620,228932,308.81,2598.75,2907.56,128774.25,2.2579
06,ทุ่งยางแดง,Thung Yang Daeng,94,ปัตตานี,Pattani,S,83,1352,157895,46.69,760.5,807.19,88815.94,0.9088
07,สายบุรี,Sai Buri,94,ปัตตานี,Pattani,S,553,305,231026,311.06,171.56,482.62,129952.12,0.3714
08,ไม้แก่น,Mai Kaen,94,ปัตตานี,Pattani,S,133,160,65901,74.81,90.0,164.81,37069.31,0.4446
09,ยะหริ่ง,Ya Ring,94,ปัตตานี,Pattani,S,525,1700,245724,295.31,956.25,1251.56,138219.75,0.9055
10,ยะรัง,Ya Rang,94,ปัตตานี,Pattani,S,884,1839,247989,497.25,1034.44,1531.69,139493.81,1.098
11,กะพ้อ,Ka Po,94,ปัตตานี,Pattani,S,0,27,93982,0.0,15.19,15.19,52864.88,0.0287
12,แม่ลาน,Mae Lan,94,ปัตตานี,Pattani,S,9,9,88970,5.06,5.06,10.12,50045.62,0.0202
01,เมืองยะลา,Mueang Yala,95,ยะลา,Yala,S,225,421,362027,126.56,236.81,363.38,203640.19,0.1784
02,เบตง,Be Tong,95,ยะลา,Yala,S,0,0,1487517,0.0,0.0,0.0,836728.31,0.0
03,บันนังสตา,Ban Nang Sata,95,ยะลา,Yala,S,0,0,654393,0.0,0.0,0.0,368096.06,0.0
04,ธารโต,Thran To,95,ยะลา,Yala,S,0,0,761382,0.0,0.0,0.0,428277.38,0.0
05,ยะหา,Yaha,95,ยะลา,Yala,S,0,11,531559,0.0,6.19,6.19,299001.94,0.0021
06,รามัน,Raman,95,ยะลา,Yala,S,168,3587,547997,94.5,2017.69,2112.19,308248.31,0.6852
07,กาบัง,Ka Bang,95,ยะลา,Yala,S,0,0,502364,0.0,0.0,0.0,282579.75,0.0
08,กรงปินัง,Krong Pi Nang,95,ยะลา,Yala,S,0,0,208340,0.0,0.0,0.0,117191.25,0.0
01,เมืองนราธิวาส,Mueang Narathiwat,96,นราธิวาส,Narathiwat,S,0,0,356247,0.0,0.0,0.0,200388.94,0.0
02,ตากใบ,Tak Bai,96,นราธิวาส,Narathiwat,S,0,0,315951,0.0,0.0,0.0,177722.44,0.0
03,บาเจาะ,Ba Cho,96,นราธิวาส,Narathiwat,S,259,491,207170,145.69,276.19,421.88,116533.12,0.362
04,ยี่งอ,Yi Ngo,96,นราธิวาส,Narathiwat,S,0,75,209937,0.0,42.19,42.19,118089.56,0.0357
05,ระแงะ,Ra Ngae,96,นราธิวาส,Narathiwat,S,39,0,497625,21.94,0.0,21.94,279914.06,0.0078
06,รือเสาะ,Ruso,96,นราธิวาส,Narathiwat,S,0,0,537458,0.0,0.0,0.0,302320.12,0.0
07,ศรีสาคร,Si Sakhon,96,นราธิวาส,Narathiwat,S,0,0,590657,0.0,0.0,0.0,332244.56,0.0
08,แว้ง,Waeng,96,นราธิวาส,Narathiwat,S,0,0,319039,0.0,0.0,0.0,179459.44,0.0
09,สุคิริน,Sukhirin,96,นราธิวาส,Narathiwat,S,0,0,582205,0.0,0.0,0.0,327490.31,0.0
10,สุไหงโก-ลก,Su Ngai Kolok,96,นราธิวาส,Narathiwat,S,0,0,154784,0.0,0.0,0.0,87066.0,0.0
11,สุไหงปาดี,Su Nghai Padi,96,นราธิวาส,Narathiwat,S,0,0,431444,0.0,0.0,0.0,242687.25,0.0
12,จะแนะ,Chanae,96,นราธิวาส,Narathiwat,S,0,0,650940,0.0,0.0,0.0,366153.75,0.0
13,เจาะไอร้อง,Chao Ai Rong,96,นราธิวาส,Narathiwat,S,0,0,219583,0.0,0.0,0.0,123515.44,0.0
07,แม่ริม,Mae Rim,50,เชียงใหม่,Chiang Mai,N,74,1855,544472,41.62,1043.44,1085.06,306265.5,0.3543
